Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
Female,disloyal Customer,8,Business travel,Eco,1445,1,1,1,4,4,1,4,4,1,5,3,2,3,4,101.0,107.0,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Business,2253,3,3,3,3,2,5,5,3,3,3,3,4,3,3,0.0,0.0,satisfied
Male,Loyal Customer,57,Business travel,Business,801,2,3,2,2,5,4,5,4,4,4,4,4,4,5,0.0,0.0,satisfied
Female,Loyal Customer,62,Personal Travel,Eco,281,3,5,3,5,1,4,4,3,3,3,3,2,3,3,0.0,2.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,2598,5,5,5,5,5,5,5,5,2,5,5,5,4,5,15.0,33.0,satisfied
Female,Loyal Customer,8,Personal Travel,Eco,1752,4,5,4,2,3,4,5,3,3,5,5,4,4,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Eco,1891,3,4,4,4,4,2,4,3,3,3,3,3,3,3,21.0,16.0,neutral or dissatisfied
Female,disloyal Customer,52,Business travel,Business,2042,4,4,4,5,5,4,5,5,5,5,5,3,4,5,0.0,0.0,satisfied
Male,disloyal Customer,34,Business travel,Eco,1375,3,0,4,1,2,4,2,2,1,2,2,3,1,2,0.0,1.0,neutral or dissatisfied
Male,disloyal Customer,38,Business travel,Business,985,2,2,2,3,2,2,5,2,4,4,4,4,5,2,43.0,45.0,neutral or dissatisfied
Male,Loyal Customer,66,Personal Travel,Eco,2568,1,4,1,2,4,1,1,4,4,2,3,5,4,4,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,9,Business travel,Business,2355,2,3,3,3,2,2,2,2,1,1,4,1,4,2,8.0,0.0,neutral or dissatisfied
Female,Loyal Customer,13,Business travel,Eco,2406,4,1,5,1,4,4,2,4,3,5,3,2,4,4,8.0,12.0,neutral or dissatisfied
Female,Loyal Customer,61,Business travel,Business,2636,3,3,3,3,3,4,3,3,3,3,3,1,3,5,0.0,11.0,satisfied
Male,Loyal Customer,10,Personal Travel,Eco,2245,3,5,3,5,5,3,3,5,3,4,4,5,4,5,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,349,1,0,0,3,5,3,4,1,1,0,1,3,1,2,4.0,5.0,neutral or dissatisfied
Male,disloyal Customer,48,Business travel,Eco,2193,2,2,2,4,4,2,4,4,1,1,3,1,3,4,0.0,25.0,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Business,1465,4,4,4,4,5,5,5,5,3,5,5,3,4,5,36.0,81.0,satisfied
Female,Loyal Customer,30,Personal Travel,Eco,2707,4,4,4,4,4,4,4,4,4,4,4,2,1,4,53.0,70.0,satisfied
Female,Loyal Customer,54,Business travel,Business,2966,4,4,4,4,4,4,4,5,5,5,5,3,5,4,0.0,0.0,satisfied
Male,Loyal Customer,43,Business travel,Business,2409,3,3,3,3,2,5,5,5,5,5,5,5,5,3,6.0,3.0,satisfied
Male,Loyal Customer,21,Personal Travel,Eco,1433,2,4,2,1,3,2,4,3,3,4,4,5,4,3,4.0,0.0,neutral or dissatisfied
Male,Loyal Customer,38,Business travel,Business,562,3,5,5,5,4,3,4,3,3,3,3,1,3,4,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,37,Business travel,Business,1948,1,1,1,4,2,1,2,2,5,3,4,4,5,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,26,Personal Travel,Eco,1187,2,5,2,5,4,2,4,4,4,3,5,5,5,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,59,Personal Travel,Eco,633,5,5,5,5,5,5,4,4,4,4,4,5,4,5,17.0,13.0,satisfied
Male,Loyal Customer,46,Business travel,Eco,4094,4,5,5,5,4,4,4,4,5,4,4,4,1,4,0.0,11.0,satisfied
Male,Loyal Customer,26,Business travel,Business,3521,2,4,4,4,2,2,2,2,1,5,3,1,3,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,3662,2,2,2,2,1,2,1,5,5,5,5,5,5,5,0.0,0.0,satisfied
Female,Loyal Customer,47,Business travel,Business,4048,2,2,3,2,5,3,2,5,5,5,5,5,5,2,0.0,0.0,satisfied
Male,Loyal Customer,50,Business travel,Eco Plus,2162,4,2,3,2,4,4,4,4,1,2,3,1,4,4,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,14,Business travel,Eco,2336,3,2,2,1,1,2,1,1,5,3,5,3,4,1,12.0,0.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,2062,4,4,4,4,2,4,4,5,5,5,5,3,5,5,0.0,0.0,satisfied
Female,Loyal Customer,38,Personal Travel,Eco,1437,1,1,1,1,4,4,4,1,4,4,1,4,3,4,0.0,0.0,satisfied
Male,Loyal Customer,26,Business travel,Business,2854,5,5,5,5,4,4,4,4,4,4,4,3,5,4,2.0,0.0,satisfied
Male,Loyal Customer,39,Business travel,Business,1688,4,4,4,4,5,4,5,4,4,4,4,4,4,4,2.0,0.0,satisfied
Female,disloyal Customer,37,Business travel,Business,1961,2,2,2,4,1,2,4,1,4,3,5,5,4,1,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,21,Personal Travel,Eco,3183,1,4,1,3,4,1,3,4,4,5,4,4,4,4,10.0,0.0,neutral or dissatisfied
Male,Loyal Customer,26,Business travel,Eco,2557,4,4,4,4,4,4,3,4,2,1,5,5,5,4,0.0,0.0,satisfied
Male,disloyal Customer,28,Business travel,Eco,2296,3,3,3,3,2,3,2,2,1,2,3,1,2,2,15.0,11.0,neutral or dissatisfied
Male,disloyal Customer,27,Business travel,Business,1797,0,0,0,3,2,0,2,2,5,4,4,3,4,2,0.0,7.0,satisfied
Male,Loyal Customer,51,Personal Travel,Eco,2919,2,5,3,1,4,3,4,4,4,3,5,4,4,4,26.0,2.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Business,465,2,2,3,2,2,5,4,5,5,5,5,5,5,5,0.0,0.0,satisfied
Male,disloyal Customer,30,Business travel,Eco Plus,1913,4,4,4,4,2,4,2,2,3,1,3,3,3,2,18.0,32.0,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Business,119,4,4,4,4,4,5,3,5,5,5,4,2,5,5,0.0,0.0,satisfied
Male,Loyal Customer,69,Personal Travel,Eco,2236,1,2,1,3,2,1,3,2,4,3,3,4,3,2,50.0,36.0,neutral or dissatisfied
Male,Loyal Customer,36,Personal Travel,Eco Plus,2101,3,1,3,4,1,3,1,1,2,5,3,4,4,1,0.0,5.0,neutral or dissatisfied
Female,Loyal Customer,23,Personal Travel,Eco,2751,3,3,3,3,4,1,2,5,5,5,5,4,5,3,112.0,95.0,satisfied
Male,Loyal Customer,39,Personal Travel,Eco Plus,1782,1,4,1,4,5,1,5,5,3,2,5,5,4,5,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,62,Personal Travel,Eco,3290,4,5,4,2,5,4,5,5,5,1,4,4,5,5,6.0,7.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Business,544,1,5,5,5,4,3,4,1,1,1,1,2,1,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,3461,2,2,3,2,4,5,4,4,4,4,4,5,4,4,0.0,0.0,satisfied
Male,Loyal Customer,43,Business travel,Business,1911,3,3,3,3,2,5,4,3,3,3,3,5,3,5,0.0,21.0,satisfied
Male,Loyal Customer,40,Business travel,Business,1198,3,3,3,3,5,5,5,4,4,4,4,5,4,4,105.0,99.0,satisfied
Female,Loyal Customer,32,Business travel,Business,3147,3,3,1,3,5,5,5,5,4,3,4,3,5,5,0.0,0.0,satisfied
Male,Loyal Customer,52,Business travel,Eco,2324,2,5,5,5,2,2,2,2,4,5,4,1,3,2,5.0,0.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,3575,3,3,5,3,2,4,5,4,4,4,4,3,4,3,0.0,0.0,satisfied
Female,Loyal Customer,48,Business travel,Business,1896,5,5,5,5,2,4,4,3,3,3,3,3,3,4,13.0,0.0,satisfied
Male,disloyal Customer,20,Business travel,Eco,1857,2,0,3,2,3,3,3,3,5,3,4,3,4,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,48,Business travel,Eco Plus,1990,4,3,3,3,4,4,4,4,3,5,1,1,2,4,0.0,3.0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Business,248,1,1,1,1,2,5,5,4,4,4,4,4,4,4,38.0,34.0,satisfied
Male,Loyal Customer,28,Personal Travel,Eco,1905,2,4,2,1,2,2,2,2,3,5,5,5,5,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,3807,2,2,2,2,4,4,4,4,5,3,5,5,5,4,0.0,0.0,satisfied
Male,disloyal Customer,25,Business travel,Business,1738,4,0,4,3,5,4,5,5,4,4,4,4,5,5,14.0,19.0,neutral or dissatisfied
Female,disloyal Customer,48,Business travel,Business,3194,2,2,2,3,2,2,2,2,4,4,5,5,5,2,0.0,0.0,satisfied
Female,disloyal Customer,24,Business travel,Business,2588,4,0,4,4,2,4,2,2,3,5,4,3,4,2,0.0,0.0,satisfied
Male,Loyal Customer,39,Business travel,Business,3910,5,5,1,5,4,4,5,4,4,4,4,5,4,4,0.0,9.0,satisfied
Female,Loyal Customer,40,Business travel,Business,2664,1,1,1,1,2,4,5,4,4,4,4,5,4,3,2.0,0.0,satisfied
Female,Loyal Customer,37,Personal Travel,Eco Plus,1792,5,5,5,5,4,4,2,4,4,4,4,3,4,3,0.0,0.0,satisfied
Female,Loyal Customer,42,Personal Travel,Eco Plus,1034,3,3,3,3,4,4,4,4,3,2,4,4,4,4,9.0,14.0,satisfied
Female,Loyal Customer,47,Business travel,Eco,80,4,1,1,1,3,1,3,4,4,4,4,4,4,3,0.0,0.0,satisfied
Male,Loyal Customer,37,Personal Travel,Eco,2701,2,4,2,2,2,2,2,2,4,1,5,5,5,2,4.0,7.0,neutral or dissatisfied
Female,Loyal Customer,30,Business travel,Business,2658,3,3,3,3,4,4,4,4,5,2,4,5,4,4,0.0,2.0,satisfied
Male,Loyal Customer,45,Business travel,Business,2306,5,5,1,5,4,5,5,5,5,5,5,3,5,5,0.0,0.0,satisfied
Female,Loyal Customer,7,Personal Travel,Eco,1598,0,1,0,3,3,0,3,3,2,2,4,3,4,3,0.0,0.0,satisfied
Male,Loyal Customer,46,Business travel,Business,2170,2,2,4,2,3,4,4,5,5,5,5,5,5,3,27.0,22.0,satisfied
Male,Loyal Customer,49,Business travel,Business,781,1,1,3,1,4,4,5,4,4,4,4,3,4,3,11.0,0.0,satisfied
Male,Loyal Customer,42,Business travel,Business,354,1,1,1,1,3,4,4,1,1,1,1,3,1,4,18.0,25.0,neutral or dissatisfied
Female,Loyal Customer,42,Personal Travel,Eco Plus,346,3,3,3,3,3,5,4,4,4,4,4,3,4,4,0.0,0.0,satisfied
Male,Loyal Customer,60,Personal Travel,Eco,2023,3,2,3,4,4,3,4,4,2,3,3,1,3,4,21.0,42.0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Eco,1364,5,2,2,2,5,5,5,5,2,1,3,2,5,5,0.0,0.0,satisfied
Male,Loyal Customer,16,Personal Travel,Eco Plus,1943,3,2,3,4,3,3,5,3,4,3,3,1,4,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,25,Business travel,Business,5057,3,3,2,2,3,3,3,3,1,4,2,4,3,3,0.0,12.0,neutral or dissatisfied
Male,Loyal Customer,13,Personal Travel,Eco,1737,3,5,0,3,3,0,3,3,5,2,4,3,4,3,1.0,0.0,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Business,2608,0,0,0,2,3,4,5,2,2,2,2,4,2,4,0.0,0.0,satisfied
Male,Loyal Customer,54,Business travel,Business,458,2,2,2,2,2,5,4,4,4,4,4,3,4,5,0.0,0.0,satisfied
Female,Loyal Customer,31,Personal Travel,Eco,2406,4,4,4,4,4,4,5,4,4,5,5,4,5,4,0.0,0.0,satisfied
Male,Loyal Customer,34,Business travel,Eco,1230,2,2,2,2,2,2,2,2,1,2,4,2,4,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,42,Personal Travel,Eco,1155,3,4,0,4,3,0,3,3,2,2,4,1,4,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,35,Business travel,Business,2122,3,3,3,3,2,5,5,4,4,4,4,5,4,4,1.0,5.0,satisfied
Male,Loyal Customer,50,Business travel,Business,1431,3,5,3,3,1,5,5,5,5,5,5,2,5,2,0.0,0.0,satisfied
Female,Loyal Customer,41,Business travel,Business,3957,1,1,1,1,3,1,3,5,5,4,4,3,5,4,5.0,3.0,satisfied
Male,Loyal Customer,69,Personal Travel,Eco Plus,1517,1,1,3,3,1,3,1,1,3,2,2,3,3,1,59.0,59.0,neutral or dissatisfied
Male,Loyal Customer,38,Business travel,Eco Plus,2335,1,2,2,2,1,1,1,1,4,2,2,2,2,1,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,14,Personal Travel,Eco,3008,1,1,1,1,4,3,5,3,3,3,3,3,3,4,3.0,0.0,satisfied
Male,Loyal Customer,21,Personal Travel,Eco,2303,1,4,1,2,3,1,3,3,4,3,4,4,4,3,50.0,39.0,neutral or dissatisfied
Male,Loyal Customer,59,Business travel,Business,2697,2,2,2,2,3,5,5,4,4,4,4,3,4,5,0.0,0.0,satisfied
Male,Loyal Customer,35,Personal Travel,Eco,2026,1,5,1,3,1,1,1,1,4,2,5,3,4,1,89.0,92.0,neutral or dissatisfied
Female,Loyal Customer,64,Personal Travel,Eco,589,3,5,3,5,3,1,2,3,3,3,3,3,3,2,97.0,95.0,neutral or dissatisfied
Male,Loyal Customer,33,Business travel,Business,2063,1,1,5,1,4,4,4,4,1,5,3,4,5,4,89.0,83.0,satisfied
Female,Loyal Customer,40,Business travel,Eco,1401,4,2,2,2,4,4,4,4,1,3,3,3,3,4,0.0,7.0,satisfied
Female,disloyal Customer,23,Business travel,Eco Plus,1770,5,4,5,2,4,5,5,4,4,5,5,2,3,4,10.0,5.0,satisfied
Female,Loyal Customer,39,Business travel,Eco,1193,5,3,3,3,5,5,5,5,3,3,3,3,2,5,2.0,13.0,satisfied
Male,Loyal Customer,58,Personal Travel,Eco,1297,2,5,2,5,5,2,5,5,4,2,1,5,3,5,10.0,15.0,neutral or dissatisfied
Male,Loyal Customer,7,Personal Travel,Eco,1787,4,0,4,2,5,4,5,5,3,2,4,4,5,5,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,1694,2,2,3,2,4,4,4,3,3,3,3,4,3,3,0.0,0.0,satisfied
Male,Loyal Customer,60,Business travel,Business,2912,1,3,3,3,2,2,3,2,2,2,1,1,2,1,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,40,Business travel,Eco,2442,2,2,2,1,2,2,2,2,4,4,1,3,1,2,9.0,18.0,neutral or dissatisfied
Male,Loyal Customer,33,Business travel,Business,3367,3,4,5,4,3,3,3,3,2,2,3,1,3,3,0.0,3.0,neutral or dissatisfied
Male,Loyal Customer,60,Business travel,Business,446,1,1,1,1,2,5,4,3,3,4,3,4,3,3,0.0,0.0,satisfied
Male,Loyal Customer,27,Business travel,Business,2682,4,2,2,2,4,3,4,4,2,4,2,2,3,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,58,Business travel,Business,266,1,1,1,1,4,5,4,5,5,5,5,4,5,5,0.0,0.0,satisfied
Male,Loyal Customer,43,Business travel,Eco,1553,3,4,4,4,3,3,3,3,4,2,4,4,3,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,15,Business travel,Business,2093,2,2,2,2,3,3,3,3,3,2,4,3,5,3,0.0,0.0,satisfied
Female,Loyal Customer,72,Business travel,Eco,982,3,5,2,2,5,4,4,3,3,3,3,1,3,1,9.0,1.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Business,2469,2,2,2,2,5,4,5,4,4,4,4,3,4,3,0.0,0.0,satisfied
Female,Loyal Customer,55,Business travel,Eco,432,5,1,1,1,4,3,1,4,4,5,4,4,4,3,3.0,8.0,satisfied
Female,disloyal Customer,38,Business travel,Business,1213,3,3,3,4,5,3,5,5,4,5,3,2,4,5,0.0,2.0,neutral or dissatisfied
Male,disloyal Customer,17,Business travel,Eco,1517,2,1,2,3,2,2,5,2,3,2,3,2,4,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Eco Plus,886,3,4,4,4,3,2,3,4,4,3,4,2,4,2,0.0,8.0,neutral or dissatisfied
Male,Loyal Customer,24,Business travel,Business,2952,4,4,4,4,5,5,5,5,3,4,5,3,5,5,17.0,23.0,satisfied
Male,Loyal Customer,40,Business travel,Business,3124,4,4,4,4,4,5,4,4,4,4,4,5,4,3,0.0,0.0,satisfied
Male,Loyal Customer,30,Personal Travel,Business,3382,1,5,2,4,4,2,4,4,4,4,4,5,4,4,3.0,13.0,neutral or dissatisfied
Female,Loyal Customer,29,Personal Travel,Business,1704,3,5,3,4,4,3,4,4,2,4,1,2,5,4,18.0,16.0,neutral or dissatisfied
Male,Loyal Customer,57,Personal Travel,Eco,1822,4,2,4,4,3,4,3,3,1,3,4,1,3,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Eco Plus,1911,4,4,4,4,4,4,4,4,1,2,5,4,2,4,12.0,19.0,satisfied
Female,Loyal Customer,51,Business travel,Business,2184,3,4,4,4,5,2,1,3,3,3,3,4,3,3,55.0,50.0,neutral or dissatisfied
Male,Loyal Customer,60,Business travel,Business,2837,2,1,1,1,1,3,4,2,2,1,2,1,2,1,3.0,0.0,neutral or dissatisfied
Female,Loyal Customer,29,Business travel,Business,5006,2,2,3,2,4,4,4,4,5,5,4,4,4,4,2.0,0.0,satisfied
Male,Loyal Customer,46,Business travel,Business,952,2,2,2,2,2,5,4,5,5,5,5,4,5,3,0.0,0.0,satisfied
Female,disloyal Customer,40,Business travel,Business,1487,1,1,1,4,5,1,5,5,3,4,3,2,4,5,0.0,0.0,neutral or dissatisfied
Female,disloyal Customer,10,Business travel,Eco,2709,3,3,3,3,1,3,1,1,2,4,2,1,3,1,0.0,8.0,neutral or dissatisfied
Female,Loyal Customer,9,Personal Travel,Eco,1561,0,4,0,2,1,0,1,1,5,2,5,3,4,1,0.0,0.0,satisfied
Female,Loyal Customer,40,Business travel,Business,1778,3,1,3,3,4,5,5,5,5,5,5,4,5,4,8.0,0.0,satisfied
Female,disloyal Customer,25,Business travel,Business,2166,0,0,0,4,3,0,3,3,5,2,4,5,4,3,11.0,5.0,satisfied
Female,Loyal Customer,19,Business travel,Business,1641,1,1,1,1,5,5,4,5,4,2,5,4,2,5,0.0,3.0,satisfied
Male,Loyal Customer,33,Business travel,Business,4338,2,4,2,2,5,5,5,5,5,2,3,3,5,5,1.0,0.0,satisfied
Female,Loyal Customer,55,Business travel,Eco,718,4,5,5,5,5,4,5,4,4,4,4,4,4,4,0.0,0.0,satisfied
Female,disloyal Customer,22,Business travel,Eco,2346,4,4,4,3,4,4,4,4,3,5,3,2,3,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,61,Personal Travel,Eco,369,4,4,4,4,2,5,5,5,5,5,5,4,5,4,0.0,0.0,satisfied
Female,Loyal Customer,30,Business travel,Business,4334,1,1,1,1,5,5,5,5,5,4,5,5,5,5,8.0,0.0,satisfied
Male,Loyal Customer,54,Business travel,Business,3425,4,4,4,4,3,5,5,5,5,5,5,3,5,5,57.0,48.0,satisfied
Female,Loyal Customer,21,Personal Travel,Eco,2619,5,4,5,2,3,5,3,3,4,4,5,5,4,3,0.0,0.0,satisfied
Female,disloyal Customer,28,Business travel,Business,3559,3,2,2,3,4,2,4,4,5,5,3,3,5,4,67.0,38.0,neutral or dissatisfied
Female,Loyal Customer,22,Business travel,Business,3351,4,5,5,5,4,4,4,4,3,2,4,2,4,4,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,30,Personal Travel,Eco,1383,4,3,1,3,2,1,2,2,3,5,2,2,5,2,0.0,0.0,satisfied
Female,Loyal Customer,58,Business travel,Business,1771,1,1,1,1,4,3,4,5,5,5,5,3,5,4,0.0,4.0,satisfied
Female,Loyal Customer,26,Business travel,Business,2350,1,1,1,1,4,4,4,4,3,4,4,5,5,4,0.0,0.0,satisfied
Male,disloyal Customer,41,Business travel,Business,3343,2,2,2,2,3,2,3,3,1,3,3,3,3,3,18.0,50.0,neutral or dissatisfied
Male,Loyal Customer,52,Personal Travel,Eco,1745,3,5,3,4,3,3,3,3,4,4,4,5,5,3,2.0,7.0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Business,705,3,2,2,2,4,3,3,3,3,3,3,1,3,1,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Business,2499,0,0,0,2,2,5,5,5,5,5,5,3,5,5,0.0,3.0,satisfied
Female,disloyal Customer,23,Business travel,Business,2355,5,5,5,4,4,5,4,4,4,4,4,5,4,4,0.0,0.0,satisfied
Male,Loyal Customer,36,Business travel,Business,555,4,2,4,4,5,1,5,4,4,4,4,3,4,5,6.0,0.0,satisfied
Female,Loyal Customer,38,Business travel,Business,57,1,1,1,1,3,5,1,4,4,4,4,1,4,1,0.0,0.0,satisfied
Female,disloyal Customer,24,Business travel,Eco,2379,1,2,2,4,3,2,3,3,3,2,4,3,5,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,64,Personal Travel,Eco,121,4,4,4,4,2,5,5,2,2,2,2,4,2,5,0.0,0.0,satisfied
Male,Loyal Customer,19,Personal Travel,Eco,2026,2,5,2,4,4,2,2,4,3,2,5,5,4,4,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,48,Personal Travel,Eco,1471,3,2,3,4,1,3,1,1,4,2,4,3,3,1,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,58,Personal Travel,Business,266,5,5,5,5,3,4,5,4,4,4,4,4,4,3,0.0,0.0,satisfied
Female,Loyal Customer,41,Business travel,Business,3630,3,3,5,3,2,5,4,3,3,4,3,4,3,4,0.0,0.0,satisfied
Female,Loyal Customer,61,Personal Travel,Eco,677,3,3,3,3,5,5,5,5,5,5,5,4,5,3,32.0,24.0,satisfied
Male,Loyal Customer,23,Personal Travel,Eco,1130,3,4,3,3,4,3,3,4,1,5,2,3,3,4,0.0,2.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,2250,2,5,5,5,5,3,3,2,2,3,2,1,2,1,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,29,Business travel,Eco,2196,3,3,3,3,3,1,1,1,4,3,4,1,2,1,58.0,72.0,neutral or dissatisfied
Female,Loyal Customer,9,Personal Travel,Eco,1184,4,1,5,2,3,5,3,3,4,1,2,2,3,3,0.0,0.0,satisfied
Female,Loyal Customer,35,Business travel,Eco Plus,1580,5,1,1,1,5,5,5,5,1,3,1,5,4,5,0.0,0.0,satisfied
Male,Loyal Customer,35,Personal Travel,Eco,2036,4,0,4,1,3,4,3,3,1,3,1,3,5,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,21,Personal Travel,Eco,2205,2,5,2,4,2,2,2,2,4,4,4,5,4,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Eco,2162,1,3,3,3,1,1,1,1,3,3,2,4,2,1,5.0,10.0,neutral or dissatisfied
Male,Loyal Customer,59,Personal Travel,Eco,1911,5,3,5,3,2,5,5,2,3,1,3,4,2,2,11.0,5.0,satisfied
Female,Loyal Customer,38,Business travel,Business,744,2,1,1,1,1,4,3,2,2,2,2,4,2,3,4.0,6.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,1763,3,3,3,3,5,4,5,4,4,4,4,3,4,5,0.0,0.0,satisfied
Female,disloyal Customer,21,Business travel,Business,1397,2,1,2,4,5,2,5,5,4,5,4,4,3,5,94.0,106.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,1653,5,5,5,5,2,4,5,5,5,5,5,5,5,3,5.0,0.0,satisfied
Male,Loyal Customer,32,Personal Travel,Eco,1554,1,4,1,3,4,1,4,4,2,5,1,4,4,4,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,68,Business travel,Business,1846,2,2,2,2,3,1,2,4,4,4,4,1,4,1,0.0,0.0,satisfied
Male,Loyal Customer,53,Business travel,Business,3563,2,2,4,2,3,4,5,5,5,5,5,3,5,3,0.0,0.0,satisfied
Female,disloyal Customer,28,Business travel,Eco,1959,3,3,3,3,2,3,5,2,3,3,3,4,2,2,0.0,1.0,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Business,2182,0,0,0,2,4,4,4,4,3,2,5,4,4,4,0.0,1.0,satisfied
Female,Loyal Customer,32,Business travel,Eco,1663,2,2,2,2,2,2,2,2,2,5,3,3,3,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,28,Business travel,Business,4149,3,1,2,1,3,3,3,3,3,5,3,1,3,3,9.0,0.0,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Business,1709,4,4,4,4,4,5,5,4,4,4,4,4,4,4,0.0,0.0,satisfied
Female,Loyal Customer,54,Personal Travel,Eco,2530,4,2,4,3,1,4,1,1,1,5,3,2,4,1,5.0,2.0,satisfied
Male,Loyal Customer,43,Business travel,Business,1816,5,5,5,5,3,5,5,5,5,5,5,3,5,3,0.0,19.0,satisfied
Male,Loyal Customer,31,Business travel,Eco,1605,3,1,1,1,3,3,3,3,4,3,4,3,4,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Eco,2132,5,5,3,3,5,5,5,5,1,2,3,4,4,5,0.0,1.0,satisfied
Male,Loyal Customer,24,Personal Travel,Eco,2432,3,2,3,4,2,3,2,2,3,2,4,4,4,2,14.0,0.0,neutral or dissatisfied
Male,Loyal Customer,66,Personal Travel,Eco,2181,2,5,2,3,3,2,3,3,4,4,4,3,5,3,12.0,27.0,neutral or dissatisfied
Female,Loyal Customer,56,Personal Travel,Eco,336,5,5,5,5,5,5,5,5,4,3,4,4,4,5,3.0,0.0,satisfied
Female,disloyal Customer,21,Business travel,Eco,1765,1,0,1,3,3,1,5,3,5,5,5,5,4,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Eco,2327,5,4,4,4,5,5,5,5,3,5,1,5,3,5,15.0,5.0,satisfied
Male,Loyal Customer,46,Business travel,Business,2265,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0.0,0.0,satisfied
Male,disloyal Customer,26,Business travel,Eco,1531,2,2,2,4,2,2,2,2,2,5,4,3,4,2,0.0,12.0,neutral or dissatisfied
Male,disloyal Customer,21,Business travel,Eco,1219,1,0,1,4,2,1,2,2,3,4,2,3,4,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,41,Personal Travel,Eco,2073,3,4,3,5,2,3,2,2,4,4,5,5,4,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,33,Business travel,Business,4183,2,2,5,2,4,4,4,4,2,2,1,2,2,4,0.0,12.0,satisfied
Male,Loyal Customer,41,Personal Travel,Eco,1907,3,4,3,3,2,3,2,2,3,5,4,3,4,2,64.0,45.0,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Eco Plus,200,2,2,2,2,2,4,3,2,2,2,2,2,2,1,23.0,20.0,neutral or dissatisfied
Male,Loyal Customer,7,Personal Travel,Eco,2263,1,4,1,4,5,1,5,5,3,2,4,3,4,5,0.0,0.0,neutral or dissatisfied
