Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Seat Comfort,Departure/Arrival Time Convenient,Food and Drink,Gate Location,Inflight Wifi Service,Inflight Entertainment,Online Support,Ease of Online Booking,On-board Service,Leg Room Service,Baggage Handling,Check-in Service,Cleanliness,Online Boarding,Satisfaction
Male,Loyal,61,Business,Business,1705,0.0,0.0,4,4,4,4,5,4,5,5,5,5,5,3,5,3,Satisfied
Female,Loyal,57,Business,Eco,374,0.0,0.0,2,4,4,4,3,3,4,2,2,2,2,2,2,3,Dissatisfied
Male,Loyal,32,Personal,Eco Plus,2026,69.0,63.0,2,2,2,3,4,2,4,4,2,1,3,2,4,4,Dissatisfied
Female,Loyal,38,Business,Business,1567,78.0,73.0,5,5,5,5,1,3,5,5,5,5,5,3,5,1,Satisfied
Female,Loyal,72,Business,Business,2090,0.0,1.0,4,4,4,4,5,5,5,4,4,4,4,3,4,5,Satisfied
Female,Loyal,40,Business,Business,1438,48.0,62.0,5,1,5,5,2,3,5,5,5,5,5,2,5,2,Satisfied
Male,Loyal,37,Personal,Eco,1937,30.0,26.0,1,3,1,4,5,1,5,5,4,4,3,4,4,5,Dissatisfied
Male,Loyal,37,Personal,Eco,2103,0.0,0.0,2,4,2,4,5,2,2,5,3,4,5,5,5,5,Dissatisfied
Male,Loyal,23,Business,Eco,2492,46.0,46.0,5,4,1,1,5,5,5,5,3,1,2,3,1,5,Satisfied
Male,Loyal,27,Business,Business,3895,0.0,0.0,3,4,4,4,3,3,3,3,4,1,3,1,2,3,Dissatisfied
Female,Loyal,46,Personal,Business,404,50.0,53.0,5,5,5,5,2,4,5,5,5,5,5,4,5,3,Satisfied
Male,Loyal,37,Personal,Eco,2277,30.0,16.0,1,2,1,3,2,1,2,2,1,1,3,3,3,2,Dissatisfied
Male,Disloyal,30,Business,Business,2137,5.0,0.0,1,1,1,4,5,1,5,5,3,3,4,3,5,5,Dissatisfied
Male,Loyal,25,Business,Business,2468,13.0,8.0,1,1,4,1,4,4,4,4,4,2,4,5,4,4,Satisfied
Male,Loyal,30,Business,Business,5474,15.0,17.0,3,3,1,3,3,3,3,3,3,2,4,1,2,3,Satisfied
Female,Loyal,72,Business,Eco,391,0.0,0.0,4,3,3,3,1,3,3,4,4,4,4,4,4,4,Dissatisfied
Female,Loyal,17,Personal,Eco,2336,29.0,15.0,4,5,5,5,2,1,3,4,4,4,4,1,4,3,Satisfied
Male,Loyal,23,Business,Business,1833,0.0,0.0,4,4,4,4,4,5,4,4,3,2,5,5,4,4,Satisfied
Female,Disloyal,23,Business,Eco,1186,0.0,0.0,3,1,3,4,5,3,5,5,3,3,4,2,3,5,Dissatisfied
Female,Loyal,49,Personal,Eco,421,0.0,0.0,4,4,4,4,2,1,2,5,5,5,5,4,5,3,Satisfied
Female,Loyal,45,Business,Business,2763,0.0,0.0,3,3,3,3,3,4,4,4,4,4,4,4,4,4,Satisfied
Female,Loyal,48,Business,Business,2011,5.0,13.0,2,2,2,2,3,3,4,2,2,2,2,5,2,3,Satisfied
Male,Loyal,44,Business,Eco,1535,0.0,4.0,3,2,5,5,3,3,3,3,3,3,3,4,3,3,Dissatisfied
Female,Loyal,13,Business,Eco Plus,3484,47.0,42.0,1,1,1,1,1,1,3,1,3,4,4,4,4,1,Dissatisfied
Male,Loyal,36,Business,Business,1545,0.0,0.0,2,4,4,4,3,3,4,2,2,2,2,3,2,1,Dissatisfied
Female,Loyal,71,Business,Eco,57,5.0,0.0,3,3,3,3,2,4,3,3,3,3,3,4,3,2,Dissatisfied
Male,Loyal,50,Business,Business,2290,0.0,0.0,4,4,4,4,2,3,4,5,5,5,5,5,5,4,Satisfied
Male,Loyal,45,Personal,Eco Plus,2171,13.0,7.0,1,5,1,3,4,1,4,4,5,2,4,3,5,4,Dissatisfied
Male,Loyal,40,Personal,Eco Plus,1196,0.0,0.0,4,4,4,4,3,4,3,3,5,3,5,5,5,3,Dissatisfied
Female,Loyal,31,Business,Business,3133,22.0,0.0,5,5,1,5,3,4,3,3,1,4,1,1,2,3,Satisfied
Female,Loyal,39,Business,Business,2016,0.0,14.0,4,4,3,4,4,5,4,5,5,5,4,4,5,4,Satisfied
Female,Loyal,69,Personal,Eco,714,10.0,2.0,1,1,1,1,2,5,5,5,5,5,5,5,5,3,Satisfied
Male,Loyal,43,Business,Eco,2153,14.0,8.0,2,3,3,3,2,2,2,2,4,5,3,1,3,2,Dissatisfied
Male,Loyal,32,Business,Business,2603,0.0,0.0,5,2,5,5,2,2,2,2,4,2,4,2,3,2,Satisfied
Male,Loyal,33,Business,Business,4504,0.0,5.0,4,4,4,4,3,3,3,3,3,2,4,5,5,3,Satisfied
Male,Loyal,35,Business,Business,2656,0.0,0.0,1,1,1,1,3,5,4,4,4,4,4,5,4,3,Satisfied
Male,Loyal,39,Business,Business,2511,25.0,13.0,1,1,2,1,2,4,4,4,4,4,4,3,4,5,Satisfied
Female,Loyal,23,Business,Business,5418,0.0,3.0,2,3,3,3,2,2,2,2,4,3,4,3,3,2,Dissatisfied
Male,Loyal,31,Business,Business,2988,0.0,0.0,2,4,4,4,2,3,2,2,1,4,4,3,3,2,Dissatisfied
Male,Loyal,61,Business,Business,2740,0.0,0.0,2,2,2,2,5,5,4,4,4,4,4,4,4,4,Satisfied
Female,Loyal,43,Business,Business,2052,2.0,1.0,3,3,3,3,3,5,4,5,5,5,5,4,5,4,Satisfied
Female,Loyal,43,Business,Eco,280,0.0,0.0,4,2,2,2,3,1,2,4,4,4,4,4,4,1,Satisfied
Male,Loyal,41,Personal,Eco Plus,2427,5.0,0.0,2,5,2,4,1,2,1,1,5,4,4,5,5,1,Dissatisfied
Female,Loyal,52,Business,Business,1029,16.0,5.0,2,2,2,2,2,4,5,4,4,4,4,3,4,5,Satisfied
Male,Disloyal,39,Business,Eco,1518,0.0,4.0,4,4,4,4,3,4,3,3,4,4,3,3,4,3,Dissatisfied
Female,Loyal,46,Business,Business,1588,12.0,0.0,1,1,1,1,3,4,4,4,4,4,4,5,4,5,Satisfied
Female,Loyal,44,Business,Business,1765,5.0,25.0,2,3,3,3,5,3,2,2,2,2,2,4,2,1,Dissatisfied
Female,Disloyal,23,Business,Eco,1781,0.0,0.0,4,4,3,4,1,3,1,1,1,2,3,3,3,1,Dissatisfied
Male,Disloyal,69,Business,Business,1658,0.0,0.0,4,4,4,1,2,4,2,2,3,3,4,3,4,2,Satisfied
Male,Loyal,50,Business,Business,1136,5.0,0.0,3,3,3,3,3,4,5,5,5,5,5,5,5,5,Satisfied
Female,Disloyal,22,Business,Business,1564,0.0,2.0,4,4,4,5,5,4,5,5,4,1,3,5,5,5,Satisfied
Female,Disloyal,36,Business,Eco,2039,0.0,0.0,3,4,3,3,1,3,4,1,2,1,3,2,4,1,Dissatisfied
Female,Loyal,58,Personal,Eco,1887,0.0,0.0,5,5,5,5,3,3,3,3,1,1,4,5,2,3,Satisfied
Female,Loyal,38,Business,Business,556,0.0,0.0,5,5,3,5,5,4,4,4,4,4,4,3,4,5,Satisfied
Female,Loyal,37,Business,Business,2123,0.0,0.0,4,4,2,4,4,5,4,3,3,3,3,1,3,4,Satisfied
Male,Loyal,69,Personal,Eco,1406,6.0,3.0,3,4,3,1,3,3,3,3,5,2,4,3,4,3,Dissatisfied
Female,Loyal,38,Business,Business,234,0.0,0.0,3,3,3,3,3,2,2,1,1,1,3,3,1,1,Dissatisfied
Female,Loyal,29,Business,Business,2449,12.0,0.0,2,2,2,2,4,4,4,4,3,4,5,3,4,4,Satisfied
Male,Loyal,29,Personal,Eco,1857,0.0,0.0,2,3,2,3,2,2,2,2,4,1,3,3,3,2,Dissatisfied
Female,Disloyal,23,Business,Eco,1595,0.0,0.0,3,3,3,2,2,3,2,2,3,2,5,4,5,2,Dissatisfied
Female,Disloyal,25,Business,Eco,1259,0.0,0.0,4,2,4,3,4,4,4,4,4,4,3,3,3,4,Dissatisfied
Female,Loyal,35,Business,Eco,1374,0.0,3.0,4,3,3,3,4,4,4,4,5,1,2,3,4,4,Satisfied
Male,Loyal,38,Business,Business,3634,0.0,0.0,2,2,2,2,3,5,3,5,5,5,5,3,5,5,Satisfied
Female,Loyal,42,Personal,Eco,478,0.0,0.0,4,4,4,4,5,5,5,5,3,3,5,4,4,5,Satisfied
Female,Loyal,24,Personal,Eco,1849,0.0,0.0,4,4,4,4,4,4,5,5,5,5,5,4,5,4,Satisfied
Male,Loyal,7,Personal,Business,2893,2.0,0.0,1,5,1,4,2,1,2,2,4,5,5,5,4,2,Dissatisfied
Male,Loyal,39,Business,Business,3244,12.0,25.0,4,4,5,4,5,4,4,5,5,5,5,4,5,3,Satisfied
Female,Disloyal,26,Business,Eco,1938,0.0,0.0,4,5,5,2,1,5,1,1,5,3,3,5,3,1,Dissatisfied
Male,Loyal,26,Personal,Eco,1375,37.0,37.0,2,1,2,2,2,2,2,2,4,3,2,2,2,2,Dissatisfied
Female,Loyal,56,Business,Business,3209,11.0,2.0,1,1,1,1,4,5,5,5,5,5,5,3,5,3,Satisfied
Male,Disloyal,37,Business,Business,1599,0.0,0.0,3,3,3,3,4,3,3,4,3,5,4,5,4,4,Dissatisfied
Male,Loyal,41,Business,Business,2180,1.0,1.0,1,1,1,1,5,5,5,2,2,2,2,5,2,4,Satisfied
Female,Loyal,25,Business,Eco,1648,110.0,115.0,3,4,4,4,3,2,2,3,4,5,4,3,3,3,Dissatisfied
Male,Loyal,64,Business,Business,2384,3.0,0.0,1,1,1,1,3,2,3,1,1,1,1,4,1,4,Dissatisfied
Female,Loyal,25,Business,Business,3820,16.0,53.0,3,4,4,4,3,3,3,3,1,1,3,3,2,3,Dissatisfied
Female,Disloyal,27,Business,Eco Plus,1799,5.0,40.0,3,3,3,4,1,3,3,1,3,2,4,3,3,1,Dissatisfied
Male,Loyal,23,Business,Business,4248,0.0,0.0,2,2,2,2,4,4,4,4,4,4,5,3,5,4,Satisfied
Male,Loyal,22,Business,Business,3702,7.0,38.0,1,1,1,1,4,4,4,4,5,1,2,2,2,4,Satisfied
Female,Loyal,32,Business,Business,2032,0.0,0.0,2,5,2,5,2,2,2,2,1,4,3,1,3,2,Dissatisfied
Female,Loyal,69,Personal,Eco,2594,0.0,0.0,2,2,2,2,3,2,1,4,4,4,4,1,4,5,Satisfied
Female,Disloyal,28,Business,Eco,2292,0.0,0.0,3,3,3,3,2,3,4,2,4,3,3,1,3,2,Dissatisfied
Male,Loyal,29,Business,Business,3716,3.0,1.0,1,4,4,4,1,1,1,1,4,3,4,4,4,1,Dissatisfied
Female,Loyal,42,Personal,Eco,383,0.0,0.0,2,2,5,2,3,5,5,4,4,5,4,4,4,4,Satisfied
Female,Loyal,36,Business,Eco,2162,114.0,127.0,3,4,4,4,3,4,3,3,4,4,1,4,5,3,Satisfied
Female,Loyal,58,Business,Business,3557,9.0,2.0,5,5,4,5,4,5,4,4,4,4,4,4,4,5,Satisfied
Male,Loyal,43,Business,Business,3564,0.0,0.0,1,1,1,1,5,4,5,4,4,5,4,3,4,4,Satisfied
Female,Loyal,49,Business,Eco,306,0.0,0.0,1,2,2,2,4,3,3,1,1,1,1,3,1,3,Dissatisfied
Male,Loyal,46,Personal,Eco,1467,0.0,0.0,3,1,3,4,1,3,1,1,3,5,4,3,3,1,Dissatisfied
Female,Loyal,24,Business,Eco,1361,0.0,0.0,3,2,2,2,3,4,4,3,1,5,2,1,1,3,Satisfied
Male,Disloyal,39,Business,Business,2147,20.0,11.0,3,3,3,5,2,3,2,2,5,5,4,4,4,2,Dissatisfied
Female,Loyal,60,Business,Business,652,4.0,0.0,2,2,4,2,3,5,5,4,4,5,4,3,4,3,Satisfied
Female,Loyal,33,Personal,Eco,1979,114.0,107.0,2,2,2,2,4,4,5,5,5,5,5,3,5,5,Satisfied
Male,Loyal,45,Business,Business,3138,0.0,0.0,3,3,3,3,1,1,3,4,4,4,4,3,4,1,Satisfied
Male,Loyal,29,Personal,Eco,2207,0.0,0.0,3,4,3,3,5,3,5,5,5,5,5,3,4,5,Dissatisfied
Male,Loyal,44,Personal,Eco,2419,3.0,8.0,3,5,3,5,4,3,4,4,4,3,5,4,4,4,Dissatisfied
Female,Loyal,41,Business,Business,1678,0.0,14.0,2,2,2,2,2,3,4,4,4,4,4,4,4,4,Satisfied
Female,Loyal,39,Business,Eco Plus,1480,0.0,0.0,2,3,3,3,2,2,2,2,3,3,3,1,4,2,Dissatisfied
Female,Loyal,49,Business,Business,3861,30.0,9.0,2,2,2,2,4,4,4,5,5,5,5,4,5,4,Satisfied
Male,Loyal,47,Business,Business,1793,0.0,0.0,5,5,5,5,2,5,4,4,4,4,4,5,4,3,Satisfied
Male,Loyal,37,Business,Business,3196,0.0,0.0,1,1,1,1,3,5,4,4,4,4,4,5,4,3,Satisfied
Male,Disloyal,24,Business,Eco,2097,0.0,0.0,2,2,2,3,1,2,1,1,3,5,5,3,5,1,Dissatisfied
Female,Loyal,46,Business,Eco Plus,1138,119.0,121.0,4,3,1,1,5,3,4,4,4,4,4,3,4,2,Dissatisfied
Male,Loyal,15,Personal,Eco,1605,0.0,0.0,3,5,3,2,2,3,1,2,3,5,4,5,4,2,Dissatisfied
Male,Loyal,49,Business,Business,1817,0.0,0.0,1,1,1,1,4,5,5,4,4,4,4,4,4,5,Satisfied
Male,Disloyal,26,Business,Business,2372,90.0,89.0,1,1,1,4,1,1,1,1,5,2,5,5,4,1,Dissatisfied
Female,Loyal,31,Business,Business,2830,21.0,31.0,4,4,4,4,4,4,4,4,5,5,4,4,5,4,Satisfied
Male,Loyal,44,Business,Business,3534,10.0,0.0,5,5,5,5,4,4,5,4,4,4,4,3,4,4,Satisfied
Male,Loyal,16,Personal,Eco,1627,31.0,20.0,4,4,4,4,5,4,5,5,5,4,5,4,4,5,Dissatisfied
Female,Loyal,43,Personal,Eco,869,0.0,0.0,5,4,5,2,2,4,4,2,5,4,5,3,5,2,Satisfied
Male,Loyal,60,Business,Business,1977,0.0,0.0,1,1,1,1,5,4,5,5,5,5,5,3,5,4,Satisfied
Female,Loyal,37,Personal,Eco,3193,12.0,8.0,3,3,3,3,5,3,3,3,3,3,3,4,3,1,Satisfied
Female,Loyal,45,Personal,Eco,205,0.0,0.0,5,5,5,5,4,4,5,4,4,4,4,3,4,4,Satisfied
Male,Loyal,45,Business,Business,3680,55.0,43.0,1,1,3,1,4,5,4,5,5,5,5,5,5,4,Satisfied
Female,Loyal,42,Business,Business,1445,12.0,11.0,2,1,1,1,5,2,3,2,2,2,2,2,2,1,Dissatisfied
Female,Loyal,57,Business,Business,659,1.0,2.0,2,2,1,2,3,5,5,5,5,5,5,4,5,3,Satisfied
Male,Loyal,30,Business,Business,4816,4.0,0.0,5,5,5,5,4,4,4,4,3,2,4,5,4,4,Satisfied
Female,Disloyal,11,Business,Eco,2255,4.0,46.0,1,1,1,3,3,1,3,3,3,2,4,4,3,3,Dissatisfied
Male,Loyal,69,Personal,Eco,1612,0.0,0.0,1,4,1,1,5,1,5,5,5,4,5,4,4,5,Dissatisfied
Male,Loyal,50,Business,Business,1706,0.0,0.0,3,3,3,3,2,4,4,5,5,5,5,5,5,5,Satisfied
Female,Loyal,30,Business,Business,4127,0.0,0.0,2,2,4,2,5,5,5,5,3,5,5,5,5,5,Satisfied
Male,Loyal,60,Business,Business,342,0.0,0.0,3,3,3,3,2,4,5,5,5,4,5,3,5,3,Satisfied
Female,Loyal,70,Personal,Eco,256,10.0,3.0,4,2,4,3,2,3,3,2,2,4,2,4,2,2,Dissatisfied
Female,Loyal,39,Business,Eco,2598,0.0,0.0,2,2,2,2,2,2,2,2,1,3,4,4,4,2,Dissatisfied
Female,Loyal,24,Personal,Eco,1781,32.0,20.0,3,3,1,3,3,4,3,3,3,4,4,4,4,3,Satisfied
Female,Loyal,43,Business,Business,1049,0.0,0.0,4,4,4,4,4,5,5,3,3,3,3,3,3,4,Satisfied
Male,Disloyal,52,Business,Business,1664,12.0,0.0,5,5,5,1,5,5,4,5,5,5,4,3,5,5,Satisfied
Male,Loyal,10,Personal,Eco,1513,0.0,0.0,2,3,2,3,3,2,3,3,4,1,4,4,3,3,Dissatisfied
Female,Loyal,55,Business,Business,2950,14.0,0.0,5,5,4,5,5,1,1,5,5,5,5,4,5,3,Satisfied
Male,Disloyal,28,Business,Business,1410,35.0,30.0,4,4,4,4,3,4,3,3,3,5,5,3,4,3,Satisfied
Female,Loyal,63,Personal,Eco Plus,304,3.0,0.0,4,4,4,4,4,4,4,4,5,5,4,4,4,4,Satisfied
Female,Loyal,39,Business,Business,2168,0.0,0.0,2,2,2,2,4,5,5,4,4,4,4,3,4,4,Satisfied
Female,Loyal,18,Personal,Eco,1646,56.0,56.0,5,4,4,4,5,5,5,5,1,1,4,2,2,5,Satisfied
Female,Loyal,57,Business,Business,714,0.0,0.0,2,2,2,2,5,4,5,4,4,4,4,4,4,4,Satisfied
Female,Loyal,26,Business,Business,3571,0.0,6.0,4,4,4,4,4,4,4,4,5,3,5,5,4,4,Satisfied
Male,Loyal,44,Business,Business,592,0.0,0.0,4,1,4,4,4,4,5,5,5,5,5,3,5,3,Satisfied
Female,Loyal,14,Personal,Eco,3797,8.0,3.0,5,5,5,5,3,4,4,5,5,5,5,5,5,4,Satisfied
Male,Disloyal,30,Business,Eco,2097,6.0,0.0,1,1,1,4,3,1,5,3,1,5,1,5,5,3,Dissatisfied
Male,Loyal,60,Business,Business,660,0.0,14.0,1,1,1,1,2,5,4,4,4,4,4,4,4,5,Satisfied
Male,Disloyal,32,Business,Business,2216,23.0,23.0,2,2,2,1,2,2,2,2,4,2,4,5,4,2,Dissatisfied
Female,Loyal,8,Personal,Eco,1509,21.0,9.0,3,3,3,3,2,4,5,5,5,5,5,5,5,5,Satisfied
Male,Disloyal,21,Business,Eco,2184,0.0,0.0,3,3,3,2,3,3,3,1,2,2,2,3,3,3,Dissatisfied
Male,Loyal,28,Business,Business,1463,0.0,0.0,2,1,1,1,2,2,2,2,2,2,3,2,4,2,Dissatisfied
Male,Loyal,40,Business,Business,1618,0.0,0.0,4,2,2,2,2,4,4,4,4,4,4,3,4,4,Dissatisfied
Male,Loyal,49,Personal,Eco,2202,0.0,0.0,3,1,3,3,4,3,5,4,4,5,2,3,2,4,Dissatisfied
Male,Loyal,36,Business,Business,2487,0.0,0.0,5,5,5,5,5,4,5,4,4,4,4,3,4,5,Satisfied
Male,Loyal,31,Personal,Eco Plus,2047,0.0,0.0,1,4,1,1,3,1,3,3,3,4,5,5,4,3,Dissatisfied
Female,Loyal,30,Business,Business,1910,1.0,0.0,3,3,3,3,3,3,3,3,1,1,2,1,3,3,Dissatisfied
Female,Loyal,57,Personal,Business,501,0.0,34.0,5,5,5,5,3,4,4,5,5,5,4,5,5,4,Satisfied
Male,Loyal,46,Business,Business,3313,17.0,21.0,2,4,4,4,4,4,4,2,2,2,2,3,2,4,Dissatisfied
Male,Loyal,25,Personal,Eco,1560,1.0,0.0,2,5,2,2,4,2,4,4,4,2,4,2,1,4,Dissatisfied
Female,Loyal,16,Personal,Eco,3107,45.0,30.0,5,3,5,5,3,5,3,3,5,3,2,3,3,3,Satisfied
Female,Loyal,66,Personal,Eco,1672,15.0,0.0,4,4,4,1,3,4,4,5,5,4,5,5,5,3,Dissatisfied
Female,Loyal,47,Personal,Eco Plus,510,0.0,0.0,4,1,2,2,2,2,2,2,2,2,1,1,2,2,Dissatisfied
Male,Loyal,60,Business,Business,1748,0.0,0.0,1,1,1,1,3,4,5,5,5,5,4,3,5,3,Satisfied
Male,Disloyal,34,Business,Business,2105,0.0,0.0,1,1,1,2,2,1,2,2,4,2,5,4,5,2,Dissatisfied
Female,Loyal,47,Personal,Eco,206,0.0,0.0,4,5,4,1,4,4,4,1,1,4,1,4,1,5,Satisfied
Male,Loyal,25,Business,Business,3985,0.0,0.0,3,3,3,3,4,4,4,4,4,3,1,5,2,4,Satisfied
Male,Loyal,43,Business,Business,2254,0.0,0.0,2,4,4,4,4,4,3,3,3,3,2,2,3,4,Dissatisfied
Female,Loyal,45,Personal,Eco,733,108.0,116.0,3,3,3,3,5,5,5,5,5,3,5,4,5,5,Satisfied
Female,Loyal,35,Business,Business,2088,0.0,0.0,3,3,3,3,5,4,3,3,3,3,3,2,3,1,Dissatisfied
Female,Loyal,7,Personal,Eco,1831,2.0,12.0,5,5,5,5,5,5,4,4,4,4,4,4,4,4,Satisfied
Female,Loyal,60,Business,Business,3087,6.0,0.0,3,3,4,3,2,5,5,3,3,4,3,4,3,4,Satisfied
Female,Loyal,20,Personal,Eco Plus,1876,12.0,3.0,4,5,4,2,4,4,4,4,5,4,4,5,5,4,Dissatisfied
Male,Loyal,31,Personal,Eco Plus,1759,0.0,0.0,2,4,2,3,3,2,4,3,3,2,4,5,5,3,Dissatisfied
Male,Loyal,44,Personal,Eco,1275,0.0,0.0,5,5,5,4,2,5,2,2,4,3,4,4,5,2,Satisfied
Male,Loyal,42,Business,Business,1605,0.0,0.0,5,5,5,5,5,5,4,4,4,4,4,5,4,5,Satisfied
Male,Loyal,58,Business,Business,2482,18.0,18.0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,Satisfied
Female,Loyal,69,Personal,Eco,320,0.0,0.0,5,5,5,5,1,1,4,5,5,5,5,3,5,1,Satisfied
Female,Loyal,41,Business,Business,973,0.0,0.0,2,2,2,2,5,4,5,4,4,4,4,4,4,5,Satisfied
Male,Loyal,46,Personal,Eco,1936,9.0,16.0,2,4,2,3,3,2,3,3,5,5,4,4,4,3,Dissatisfied
Female,Loyal,8,Personal,Eco,1494,20.0,17.0,3,2,3,3,5,5,5,5,5,3,5,5,5,5,Satisfied
Female,Loyal,33,Personal,Eco,2581,0.0,0.0,2,2,2,2,3,5,5,4,4,4,5,4,4,4,Satisfied
Male,Loyal,23,Personal,Eco,2195,26.0,28.0,3,4,3,3,2,3,2,2,3,4,4,3,4,2,Dissatisfied
Female,Loyal,29,Business,Business,2102,97.0,84.0,2,2,2,2,4,4,4,4,5,3,4,5,4,4,Satisfied
Male,Loyal,52,Business,Business,561,0.0,0.0,1,1,1,1,2,5,4,3,3,4,3,5,3,4,Satisfied
Male,Disloyal,36,Business,Eco,1964,104.0,100.0,4,2,4,4,5,4,4,5,2,2,4,4,3,5,Dissatisfied
Male,Loyal,58,Business,Business,1689,18.0,14.0,1,1,1,1,2,5,5,5,5,5,5,5,5,4,Satisfied
Female,Loyal,42,Business,Business,1405,0.0,0.0,3,3,3,3,3,4,4,5,5,5,5,4,5,3,Satisfied
Male,Loyal,54,Business,Business,1507,1.0,6.0,3,3,3,3,5,5,5,5,5,5,5,4,5,3,Satisfied
Male,Loyal,20,Personal,Eco,2304,0.0,0.0,3,3,3,3,4,3,4,4,3,5,3,4,3,4,Dissatisfied
Female,Loyal,49,Business,Business,1980,8.0,0.0,3,3,3,3,2,4,4,4,4,4,4,4,4,3,Satisfied
Female,Disloyal,24,Business,Business,1239,0.0,0.0,2,1,2,3,1,2,1,1,2,4,4,3,3,1,Dissatisfied
Female,Loyal,27,Business,Business,4464,0.0,0.0,3,5,5,5,3,3,3,3,2,4,2,4,3,3,Dissatisfied
Female,Loyal,26,Personal,Eco,2116,6.0,13.0,4,1,4,2,2,4,2,2,1,3,3,1,3,2,Dissatisfied
Male,Loyal,53,Personal,Eco,3985,0.0,9.0,2,2,2,3,2,3,3,3,2,3,2,3,1,3,Dissatisfied
Male,Disloyal,30,Business,Eco,1850,13.0,22.0,2,1,1,4,3,1,3,3,2,4,4,4,3,3,Dissatisfied
Female,Loyal,60,Business,Business,697,37.0,25.0,3,3,3,3,4,4,4,5,5,4,5,5,5,3,Satisfied
Male,Loyal,41,Business,Business,1507,0.0,0.0,1,1,1,1,4,4,4,4,4,4,4,4,4,5,Satisfied
Female,Loyal,53,Personal,Eco,194,0.0,0.0,2,2,2,2,4,5,2,2,2,2,2,1,2,4,Satisfied
Female,Loyal,28,Business,Business,3627,0.0,0.0,3,5,5,5,3,3,3,3,4,2,4,1,3,3,Dissatisfied
Female,Disloyal,33,Business,Business,1711,0.0,0.0,1,2,2,2,5,2,5,5,5,2,4,3,4,5,Dissatisfied
Female,Loyal,47,Business,Business,3540,0.0,0.0,3,3,3,3,4,4,5,5,5,5,5,4,5,5,Satisfied
Male,Loyal,68,Personal,Business,2457,4.0,61.0,1,3,1,1,1,4,4,5,4,4,2,4,1,4,Dissatisfied
Female,Disloyal,25,Business,Eco,2435,6.0,1.0,2,2,2,3,2,2,2,2,4,2,3,1,2,2,Dissatisfied
Male,Loyal,26,Personal,Eco,3559,0.0,0.0,2,2,2,2,4,2,4,4,3,1,2,2,2,4,Dissatisfied
Male,Loyal,51,Business,Business,354,19.0,15.0,2,2,2,2,5,4,5,4,4,4,4,4,4,3,Satisfied
Female,Loyal,51,Personal,Eco Plus,682,15.0,18.0,4,3,4,2,1,2,3,4,4,4,4,3,4,2,Dissatisfied
Male,Loyal,54,Personal,Eco,1512,0.0,4.0,3,1,3,4,3,3,3,3,3,2,4,2,4,3,Dissatisfied
Female,Loyal,65,Personal,Eco,452,0.0,0.0,4,4,4,4,3,5,2,3,3,4,3,3,3,5,Dissatisfied
Male,Loyal,25,Business,Business,2577,7.0,0.0,4,4,4,4,5,5,5,5,5,3,4,4,4,5,Satisfied
Male,Loyal,65,Personal,Eco,2720,0.0,0.0,3,5,3,1,3,3,3,3,5,5,5,5,5,3,Dissatisfied
Male,Loyal,43,Business,Business,1689,0.0,0.0,2,2,2,2,5,4,5,4,4,5,4,3,4,3,Satisfied
Male,Loyal,28,Personal,Eco,1978,0.0,0.0,5,3,5,1,4,5,4,4,4,2,3,1,2,4,Satisfied
Male,Loyal,52,Business,Eco,1483,26.0,19.0,2,4,4,4,2,2,2,2,1,2,2,4,3,2,Dissatisfied
Female,Loyal,45,Business,Business,871,12.0,12.0,2,2,2,2,3,4,5,4,4,4,4,4,4,4,Satisfied
Female,Loyal,24,Personal,Eco,3764,0.0,0.0,5,1,5,3,4,3,3,3,3,5,3,1,3,1,Satisfied
Male,Loyal,8,Business,Business,3194,0.0,0.0,5,5,5,5,4,4,4,4,3,2,3,4,5,4,Satisfied
Female,Loyal,12,Business,Business,1706,13.0,24.0,5,5,5,5,2,2,2,2,5,2,4,3,4,2,Satisfied
Male,Loyal,52,Business,Eco,2408,0.0,0.0,3,3,3,3,4,3,4,4,4,5,3,1,1,4,Satisfied
Male,Loyal,7,Personal,Eco,3732,0.0,0.0,2,5,2,5,3,2,3,3,3,3,4,1,3,3,Dissatisfied
Male,Loyal,53,Business,Eco,3120,11.0,0.0,3,5,5,5,3,3,3,3,4,1,3,3,3,3,Dissatisfied
Male,Disloyal,44,Business,Business,1214,18.0,17.0,4,4,4,1,4,4,4,4,3,2,4,5,5,4,Dissatisfied
Male,Loyal,31,Business,Eco,2296,18.0,16.0,2,4,4,4,2,2,2,2,1,4,4,4,4,2,Dissatisfied
Female,Loyal,55,Business,Eco,718,0.0,0.0,4,5,5,5,5,4,5,4,4,4,4,4,4,4,Satisfied
Female,Loyal,77,Business,Business,3284,0.0,0.0,4,2,2,2,3,4,4,3,3,3,4,1,3,1,Dissatisfied
Female,Loyal,58,Business,Eco,93,0.0,0.0,4,4,4,4,3,2,5,4,4,4,4,5,4,3,Satisfied
Female,Loyal,34,Business,Business,1360,0.0,0.0,2,2,2,2,2,4,4,4,4,4,4,5,4,4,Satisfied
Male,Loyal,33,Personal,Eco Plus,1697,6.0,0.0,3,1,3,2,4,3,4,4,1,4,2,2,3,4,Dissatisfied
Female,Loyal,53,Business,Business,514,0.0,0.0,4,4,4,4,5,4,5,3,3,3,3,5,3,4,Satisfied
